time,speed(m/s),num_sats
19691231_190454,     0, 9
19691231_190454,     0, 9
19691231_190454,     0, 9
19691231_190454,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190455,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190456,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190457,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190458,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190459,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190500,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190501,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190502,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190503,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190504,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190505,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190506,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190507,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190508,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190509,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190510,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190511,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190512,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190513,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
19691231_190514,     0, 9
